Ticker,Nazwa,Kwartały,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów
ATAL,ATAL,2016/Q1,"9,35%","4,43%","19,34%","20,53%","19,38%","18,14%","27,06%","4,17%"
ATAL,ATAL,2016/Q2,"11,57%","5,30%","19,78%","19,94%","20,05%","18,74%","26,82%","5,25%"
ATAL,ATAL,2016/Q3,"15,18%","7,34%","22,06%","21,03%","22,29%","21,64%","27,32%","7,70%"
ATAL,ATAL,2016/Q4,"12,99%","5,91%","22,64%","17,65%","22,24%","21,51%","27,00%","7,58%"
ATAL,ATAL,2017/Q1,"14,73%","6,49%","23,47%","18,26%","23,14%","22,43%","27,45%","8,34%"
ATAL,ATAL,2017/Q2,"19,06%","7,85%","26,15%","20,26%","25,69%","25,22%","29,33%","10,13%"
ATAL,ATAL,2017/Q3,"17,94%","7,99%","25,49%","19,28%","24,74%","24,21%","28,60%","10,56%"
ATAL,ATAL,2017/Q4,"21,54%","9,57%","25,64%","19,77%","25,34%","25,00%","28,60%","12,40%"
ATAL,ATAL,2018/Q1,"22,13%","10,20%","25,32%","19,47%","25,03%","24,80%","28,06%","13,27%"
ATAL,ATAL,2018/Q2,"26,43%","10,82%","24,97%","19,05%","24,81%","24,43%","27,57%","14,17%"
ATAL,ATAL,2018/Q3,"24,90%","11,22%","24,46%","18,71%","24,39%","23,96%","27,14%","14,67%"
ATAL,ATAL,2018/Q4,"23,38%","10,72%","24,61%","19,02%","23,96%","24,20%","26,88%","13,87%"
ATAL,ATAL,2019/Q1,"20,91%","8,97%","24,78%","19,12%","24,04%","24,17%","27,17%","11,62%"
ATAL,ATAL,2019/Q2,"18,11%","5,73%","22,25%","17,29%","21,29%","21,75%","25,41%","7,37%"
ATAL,ATAL,2019/Q3,"13,78%","4,06%","22,35%","17,21%","21,31%","21,83%","26,80%","5,27%"
ATAL,ATAL,2019/Q4,"14,40%","4,71%","20,25%","15,77%","19,11%","19,79%","23,71%","6,05%"
ATAL,ATAL,2020/Q1,"11,18%","3,51%","17,18%","13,50%","16,22%","16,86%","21,22%","4,47%"
ATAL,ATAL,2020/Q2,"12,72%","3,93%","16,42%","12,94%","15,67%","16,00%","19,71%","4,98%"
ATAL,ATAL,2020/Q3,"14,64%","4,31%","16,67%","13,11%","15,98%","16,05%","19,36%","5,48%"
ATAL,ATAL,2020/Q4,"17,59%","6,00%","17,86%","14,34%","17,54%","17,15%","20,34%","7,47%"
ATAL,ATAL,2021/Q1,"19,27%","6,83%","18,68%","15,26%","18,31%","18,17%","20,90%","8,36%"
ATAL,ATAL,2021/Q2,"24,35%","8,06%","20,95%","17,06%","20,41%","20,58%","22,93%","9,90%"
ATAL,ATAL,2021/Q3,"26,71%","9,70%","22,08%","17,99%","21,68%","21,85%","24,03%","11,90%"
ATAL,ATAL,2021/Q4,"28,41%","10,63%","24,84%","19,72%","24,77%","24,80%","27,00%","13,39%"
ATAL,ATAL,2022/Q1,"30,72%","11,99%","26,88%","21,78%","26,80%","27,86%","28,97%","14,80%"
ATAL,ATAL,2022/Q2,"35,77%","12,16%","25,34%","21,02%","25,30%","26,78%","27,40%","14,66%"
ATAL,ATAL,2022/Q3,"33,21%","12,35%","25,12%","20,70%","24,98%","26,35%","27,12%","14,99%"
ATAL,ATAL,2022/Q4,"28,29%","11,59%","26,30%","22,21%","25,85%","27,93%","28,37%","13,72%"
ATAL,ATAL,2023/Q1,"23,12%","9,70%","26,14%","21,75%","25,59%","26,92%","28,55%","11,66%"
ATAL,ATAL,2023/Q2,"26,16%","10,06%","29,88%","24,83%","29,56%","30,79%","32,86%","12,11%"
ATAL,ATAL,2023/Q3,"20,07%","9,35%","29,36%","24,65%","29,14%","30,57%","32,66%","11,13%"
ATAL,ATAL,2023/Q4,"20,09%","9,64%","26,77%","22,74%","26,83%","28,20%","29,90%","11,35%"
ATAL,ATAL,2024/Q1,"21,36%","10,42%","26,30%","22,55%","26,33%","27,94%","29,18%","12,15%"
ATAL,ATAL,2024/Q2,"21,97%","9,22%","24,52%","21,08%","24,47%","26,08%","27,58%","10,72%"
ATAL,ATAL,2024/Q3,"23,56%","11,07%","24,86%","21,56%","24,81%","26,67%","27,77%","12,77%"
ATAL,ATAL,2024/Q4,"16,99%","7,77%","22,27%","19,87%","22,06%","24,60%","25,98%","8,71%"
ATAL,ATAL,2025/Q1,"12,30%","5,05%","20,44%","17,51%","20,23%","21,65%","24,95%","5,89%"
3RG,3RGAMES,2008/Q4,"36,04%","25,19%","15,49%","13,90%","16,70%","15,62%",,"28,06%"
3RG,3RGAMES,2009/Q4,"36,28%","29,60%","32,91%","26,98%","32,91%","33,50%",,"36,12%"
3RG,3RGAMES,2010/Q4,"37,72%","31,01%","35,24%","27,95%","35,50%","35,11%",,"39,11%"
3RG,3RGAMES,2011/Q4,"31,73%","26,36%","31,94%","25,61%","31,81%","32,02%",,"32,89%"
3RG,3RGAMES,2012/Q1,"7,30%","6,98%","26,55%","21,61%","26,74%","27,27%",,"8,57%"
3RG,3RGAMES,2012/Q2,"6,40%","6,08%","19,01%","17,67%","19,69%","22,36%",,"6,54%"
3RG,3RGAMES,2012/Q3,"7,65%","7,14%","19,24%","19,52%","19,93%","24,66%",,"7,04%"
3RG,3RGAMES,2012/Q4,"-44,95%","-38,64%","-80,14%","-73,40%","12,19%","-73,02%",,"-42,19%"
3RG,3RGAMES,2013/Q1,"-43,23%","-38,97%","-75,24%","-67,04%","10,61%","-67,57%",,"-43,73%"
3RG,3RGAMES,2013/Q2,"-44,80%","-40,08%","-71,70%","-64,81%","9,08%","-65,52%",,"-44,35%"
3RG,3RGAMES,2013/Q3,"-51,27%","-45,84%","-81,12%","-73,85%","0,63%","-76,17%",,"-50,36%"
3RG,3RGAMES,2013/Q4,"-1,24%","-1,07%","-4,43%","-1,72%","-3,48%","-2,00%",,"-2,76%"
3RG,3RGAMES,2014/Q1,"-4,48%","-4,05%","-8,67%","-6,38%","-7,72%","-6,41%",,"-5,50%"
3RG,3RGAMES,2014/Q2,"-6,94%","-6,20%","-11,63%","-10,10%","-10,75%","-10,06%",,"-7,15%"
3RG,3RGAMES,2014/Q3,"-5,02%","-4,46%","-8,62%","-7,16%","-4,18%","-6,80%",,"-5,37%"
3RG,3RGAMES,2014/Q4,"-9,21%","-8,00%","-16,21%","-12,73%","-12,19%","-13,58%",,"-10,19%"
3RG,3RGAMES,2015/Q1,"-9,63%","-8,60%","-15,34%","-12,43%","-11,56%","-13,07%",,"-10,62%"
3RG,3RGAMES,2015/Q2,"-47,64%","-42,60%","-68,84%","-67,82%","-16,67%","-68,68%",,"-43,24%"
3RG,3RGAMES,2015/Q3,"-51,56%","-45,55%","-68,39%","-67,98%","-21,81%","-69,09%",,"-45,83%"
3RG,3RGAMES,2015/Q4,"-61,18%","-50,85%","-64,60%","-64,73%","-17,98%","-65,62%",,"-50,75%"
3RG,3RGAMES,2016/Q1,"-69,11%","-56,69%","-60,65%","-61,16%","-19,64%","-62,03%",,"-56,22%"
3RG,3RGAMES,2016/Q2,"-28,37%","-23,71%","-21,97%","-20,77%","-16,70%","-21,77%",,"-25,09%"
3RG,3RGAMES,2016/Q3,"-29,26%","-23,59%","-19,61%","-18,89%","-14,89%","-19,31%",,"-24,49%"
3RG,3RGAMES,2016/Q4,"2,56%","1,89%","1,68%","1,89%","-14,90%","2,30%",,"1,69%"
3RG,3RGAMES,2017/Q1,"2,59%","1,86%","1,83%","1,72%","-13,41%","2,28%",,"1,98%"
3RG,3RGAMES,2017/Q2,"0,16%","0,12%","0,52%","0,10%","-15,61%","0,69%",,"0,59%"
3RG,3RGAMES,2017/Q3,"-9,01%","-5,93%","-4,99%","-5,45%","-22,54%","-5,12%",,"-5,44%"
3RG,3RGAMES,2017/Q4,"-225,64%","-103,96%","-52,78%","-67,39%","-29,02%","-66,11%",,"-81,42%"
3RG,3RGAMES,2018/Q1,"-204,50%","-106,17%","-70,64%","-89,25%","-41,41%","-87,81%",,"-84,03%"
3RG,3RGAMES,2018/Q2,"-634,10%","-234,74%","-106,67%","-128,47%","-48,30%","-126,87%",,"-194,90%"
3RG,3RGAMES,2018/Q3,"-1 222,96%","-229,33%","-120,82%","-139,17%","-50,67%","-144,16%",,"-199,10%"
3RG,3RGAMES,2018/Q4,"-653,96%","-206,22%","-113,62%","-113,98%","-56,31%","-114,91%",,"-205,57%"
3RG,3RGAMES,2019/Q1,"-9 529,13%","-196,58%","-119,04%","-119,09%","-54,26%","-120,52%",,"-196,50%"
3RG,3RGAMES,2019/Q2,"392,58%","-145,42%","-78,72%","-90,23%","-42,07%","-91,17%",,"-126,88%"
3RG,3RGAMES,2019/Q3,"243,55%","-157,52%","-83,28%","-104,24%","-48,88%","-96,60%",,"-125,84%"
3RG,3RGAMES,2019/Q4,"132,12%","-67,61%","-61,06%","-63,45%","-39,77%","-64,51%",,"-65,07%"
3RG,3RGAMES,2020/Q1,"293,60%","-63,67%","-45,27%","-48,38%","-32,03%","-49,40%",,"-59,57%"
3RG,3RGAMES,2020/Q2,"158,59%","-71,39%","-70,50%","-88,85%","-52,33%","-65,40%",,"-56,64%"
3RG,3RGAMES,2020/Q3,"-408,01%","-307,49%","-71,56%","-158,49%","-45,84%","-62,80%",,"-138,84%"
3RG,3RGAMES,2020/Q4,"-36,30%","-31,98%","-873,72%","-3 933,58%","-848,18%","-1 111,68%",,"-7,10%"
3RG,3RGAMES,2021/Q1,"-31,04%","-27,34%","12,65%","120,73%","9,28%","16,56%",,"-2,87%"
3RG,3RGAMES,2021/Q2,"-24,82%","-21,30%","-144,40%","-477,19%","-142,51%","-148,45%",,"-6,45%"
3RG,3RGAMES,2021/Q3,"-6,48%","-5,43%","-106,36%","-92,84%","-109,18%","-92,84%",,"-6,22%"
3RG,3RGAMES,2021/Q4,"-6,56%","-5,32%","-85,83%","-79,97%","-86,70%","-79,97%",,"-5,70%"
3RG,3RGAMES,2022/Q1,"-6,07%","-4,75%","-79,75%","-77,19%","-82,60%","-75,29%",,"-4,91%"
3RG,3RGAMES,2022/Q2,"-5,26%","-4,35%","-74,48%","-72,31%","-79,49%","-72,31%",,"-4,48%"
3RG,3RGAMES,2022/Q3,"0,33%","0,29%","9,64%","2,39%","9,49%","2,39%",,"1,19%"
3RG,3RGAMES,2022/Q4,"5,09%","4,76%","31,26%","27,26%","31,13%","27,26%",,"5,45%"
3RG,3RGAMES,2023/Q1,"10,76%","10,51%","44,97%","43,09%","45,02%","43,09%",,"10,97%"
3RG,3RGAMES,2023/Q2,"6,89%","6,77%","23,54%","22,96%","24,03%","22,96%",,"6,94%"
3RG,3RGAMES,2023/Q3,"3,74%","3,68%","12,94%","13,08%","13,08%","13,02%",,"3,64%"
3RG,3RGAMES,2023/Q4,"3,41%","3,34%","12,00%","12,26%","11,66%","12,26%",,"3,27%"
3RG,3RGAMES,2024/Q1,"-0,48%","-0,47%","-2,42%","-2,01%","-2,90%","-2,01%",,"-0,57%"
3RG,3RGAMES,2024/Q2,"5,45%","5,33%","24,10%","24,56%","23,62%","24,56%",,"5,23%"
3RG,3RGAMES,2024/Q3,"3,01%","2,95%","15,18%","15,65%","14,62%","15,74%",,"2,86%"
3RG,3RGAMES,2024/Q4,"-3,47%","-3,40%","-22,66%","-21,65%","-11,97%","-21,65%",,"-3,56%"
3RG,3RGAMES,2025/Q1,"-3,96%","-3,84%","-25,05%","-24,24%","-14,58%","-24,24%",,"-3,97%"
4MS,4MASS,2016/Q4,"-229,17%","-17,23%","-24,21%","-24,12%","-23,42%","-24,12%",,"-17,29%"
4MS,4MASS,2017/Q4,"15,31%","11,62%","11,14%","8,56%","11,61%","9,97%",,"15,14%"
4MS,4MASS,2018/Q3,"21,17%","12,17%","10,69%","9,39%","11,32%","10,05%",,"13,85%"
4MS,4MASS,2018/Q4,"12,87%","6,37%","5,96%","4,12%","6,60%","5,02%",,"9,22%"
4MS,4MASS,2019/Q1,"14,24%","7,90%","7,44%","5,10%","8,06%","6,47%",,"11,54%"
4MS,4MASS,2019/Q2,"-0,20%","-0,08%","1,87%","-0,06%","2,48%","0,79%",,"2,50%"
4MS,4MASS,2019/Q3,"-14,96%","-8,63%","-5,20%","-7,24%","-4,63%","-6,30%",,"-6,20%"
4MS,4MASS,2019/Q4,"-11,49%","-6,50%","-6,61%","-7,55%","-5,52%","-7,46%",,"-5,69%"
4MS,4MASS,2020/Q1,"-10,04%","-6,17%","-5,41%","-6,08%","-4,51%","-6,48%",,"-5,49%"
4MS,4MASS,2020/Q2,"1,38%","0,75%","2,08%","0,76%","2,85%","1,00%",,"2,06%"
4MS,4MASS,2020/Q3,"8,86%","3,91%","5,61%","4,10%","5,03%","4,59%",,"5,36%"
4MS,4MASS,2020/Q4,"9,43%","5,10%","5,76%","4,38%","4,42%","4,96%",,"6,70%"
4MS,4MASS,2021/Q1,"5,76%","3,90%","6,49%","4,79%","5,14%","5,84%",,"5,28%"
4MS,4MASS,2021/Q2,"5,67%","4,41%","5,98%","4,20%","4,68%","5,42%",,"6,28%"
4MS,4MASS,2021/Q3,"7,66%","6,00%","7,58%","5,56%","5,93%","7,03%",,"8,19%"
4MS,4MASS,2021/Q4,"8,00%","5,41%","7,66%","5,45%","6,61%","6,90%",,"7,60%"
4MS,4MASS,2022/Q1,"13,57%","8,78%","12,46%","8,92%","11,80%","11,53%",,"12,26%"
4MS,4MASS,2022/Q2,"17,30%","10,88%","15,04%","10,88%","14,40%","13,71%",,"15,04%"
4MS,4MASS,2022/Q3,"24,06%","15,56%","18,56%","13,90%","19,66%","17,00%",,"20,77%"
4MS,4MASS,2022/Q4,"25,30%","16,36%","18,12%","13,02%","19,17%","16,29%",,"22,76%"
4MS,4MASS,2023/Q1,"26,10%","18,08%","18,76%","14,03%","20,10%","16,84%",,"24,17%"
4MS,4MASS,2023/Q2,"31,82%","23,03%","22,49%","17,43%","23,72%","20,63%",,"29,71%"
4MS,4MASS,2023/Q3,"31,50%","22,90%","23,36%","17,77%","24,79%","21,43%",,"30,11%"
4MS,4MASS,2023/Q4,"33,26%","25,00%","23,53%","17,86%","25,99%","21,34%",,"32,93%"
4MS,4MASS,2024/Q1,"30,56%","21,98%","22,03%","16,91%","24,00%","19,98%",,"28,63%"
4MS,4MASS,2024/Q2,"27,11%","20,07%","19,73%","15,43%","21,81%","17,90%",,"25,66%"
4MS,4MASS,2024/Q3,"25,68%","19,31%","18,51%","14,90%","20,39%","16,91%",,"23,99%"
4MS,4MASS,2024/Q4,"24,28%","18,39%","16,64%","14,10%","17,88%","15,48%",,"21,70%"
4MS,4MASS,2025/Q1,"22,01%","16,73%","15,15%","12,55%","16,27%","13,95%",,"20,21%"
AAT,ALTA,2004/Q4,"26,95%","3,54%","-3,62%","2,82%","-4,93%","2,82%","5,01%","-4,54%"
AAT,ALTA,2005/Q4,"59,56%","34,77%","0,42%","19,45%","2,34%","24,44%","13,34%","0,74%"
AAT,ALTA,2006/Q1,"63,94%","44,20%","-1,66%","28,09%","0,32%","36,47%","13,01%","-2,62%"
AAT,ALTA,2006/Q2,"66,00%","44,26%","-2,90%","27,50%","-1,03%","35,28%","12,61%","-4,67%"
AAT,ALTA,2006/Q3,"-4,43%","-2,89%","-1,03%","-1,68%","-2,05%","0,15%","11,99%","-1,77%"
AAT,ALTA,2006/Q4,"24,34%","14,64%","5,11%","93,63%","-55,74%","87,36%","-3,46%","0,80%"
AAT,ALTA,2007/Q1,"9,63%","6,87%","5,29%","34,15%","-52,52%","10,97%","5,93%","1,07%"
AAT,ALTA,2007/Q2,"11,42%","6,70%","18,68%","36,46%","-53,50%","20,51%","12,27%","3,43%"
AAT,ALTA,2007/Q3,"13,15%","4,73%","24,05%","32,03%","-33,83%","22,00%","19,68%","3,55%"
AAT,ALTA,2007/Q4,"20,61%","13,08%","206,22%","191,49%","-44,98%","199,69%","17,13%","14,08%"
AAT,ALTA,2008/Q1,"20,59%","12,63%","163,17%","150,30%","-35,72%","157,46%","16,02%","13,71%"
AAT,ALTA,2008/Q2,"23,47%","16,48%","157,23%","151,58%","-28,57%","160,94%","17,83%","17,09%"
AAT,ALTA,2008/Q3,"22,59%","15,69%","143,13%","136,60%","-29,49%","145,15%","18,98%","16,44%"
AAT,ALTA,2008/Q4,"-1,49%","-0,98%","36,55%","-10,10%","-8,94%","9,55%","35,64%","3,54%"
AAT,ALTA,2009/Q1,"-4,15%","-2,63%","45,74%","-29,65%","-3,61%","-8,43%","43,53%","4,06%"
AAT,ALTA,2009/Q2,"-3,08%","-2,00%","49,59%","-22,61%","4,22%","-1,44%","50,75%","4,38%"
AAT,ALTA,2009/Q3,"-2,25%","-1,47%","48,89%","-18,49%","10,94%","8,05%","59,72%","3,90%"
AAT,ALTA,2009/Q4,"-0,29%","-0,19%","7,41%","-2,19%","0,51%","8,96%","47,56%","0,64%"
AAT,ALTA,2010/Q1,"1,99%","1,31%","-12,45%","15,69%","-0,81%","26,54%","47,77%","-1,04%"
AAT,ALTA,2010/Q2,"-0,70%","-0,45%","-9,88%","-5,86%","1,51%","-0,88%","47,47%","-0,76%"
AAT,ALTA,2010/Q3,"-3,89%","-2,53%","-33,65%","-31,90%","1,73%","-35,42%","50,12%","-2,66%"
AAT,ALTA,2010/Q4,"4,52%","2,96%","117,10%","36,69%","5,09%","66,75%","46,96%","9,46%"
AAT,ALTA,2011/Q1,"6,57%","4,31%","147,73%","53,42%","7,59%","85,22%","47,80%","11,91%"
AAT,ALTA,2011/Q2,"9,39%","6,20%","178,77%","78,76%","4,42%","127,84%","47,56%","14,08%"
AAT,ALTA,2011/Q3,"13,05%","8,48%","252,57%","109,87%","6,78%","160,85%","47,58%","19,50%"
AAT,ALTA,2011/Q4,"-9,14%","-5,72%","66,45%","-64,92%","7,41%","-51,92%","52,77%","5,85%"
AAT,ALTA,2012/Q1,"-11,69%","-7,41%","58,80%","-80,03%","9,03%","-70,31%","54,32%","5,44%"
AAT,ALTA,2012/Q2,"-17,56%","-11,04%","-24,20%","-140,15%","21,06%","-145,64%","56,86%","-1,91%"
AAT,ALTA,2012/Q3,"-18,99%","-12,32%","-90,54%","-163,89%","25,85%","-166,42%","58,23%","-6,80%"
AAT,ALTA,2012/Q4,"-3,02%","-1,93%","-45,68%","-29,11%","32,44%","-35,60%","58,92%","-3,03%"
AAT,ALTA,2013/Q1,"-0,14%","-0,09%","-30,81%","-1,48%","37,27%","-6,71%","59,91%","-1,85%"
AAT,ALTA,2013/Q2,"0,60%","0,39%","26,49%","5,84%","25,38%","3,75%","59,33%","1,76%"
AAT,ALTA,2013/Q3,"2,30%","1,50%","45,90%","23,09%","21,04%","20,80%","58,24%","2,99%"
AAT,ALTA,2013/Q4,"-2,38%","-1,54%","2,07%","-22,44%","24,84%","-17,64%","66,22%","0,14%"
AAT,ALTA,2014/Q1,"-4,57%","-4,42%","-39,80%","-55,31%","21,41%","-49,69%","61,63%","-3,18%"
AAT,ALTA,2014/Q2,"-9,32%","-9,06%","-176,41%","-143,88%","12,93%","-146,76%","52,02%","-11,11%"
AAT,ALTA,2014/Q3,"-10,38%","-10,08%","-258,09%","-224,61%","3,77%","-229,62%","37,59%","-11,58%"
AAT,ALTA,2014/Q4,"4,76%","4,69%","159,37%","205,48%","-28,40%","205,48%",,"3,64%"
AAT,ALTA,2015/Q1,"5,21%","5,13%","183,15%","232,44%","-33,43%","232,44%",,"4,04%"
AAT,ALTA,2015/Q2,"8,88%","8,74%","371,90%","385,95%","-28,99%","385,95%",,"8,42%"
AAT,ALTA,2015/Q3,"8,48%","8,31%","325,31%","338,17%","-12,71%","338,17%",,"7,99%"
AAT,ALTA,2015/Q4,"1,86%","1,83%","59,52%","70,95%","2,43%","70,95%",,"1,53%"
AAT,ALTA,2016/Q1,"2,16%","2,06%","72,07%","82,91%","7,00%","82,91%",,"1,79%"
AAT,ALTA,2016/Q2,"0,68%","0,65%","21,72%","28,18%","-15,60%","28,18%",,"0,50%"
AAT,ALTA,2016/Q3,"0,54%","0,52%","-70,78%","26,25%","-27,44%","26,25%",,"-1,40%"
AAT,ALTA,2016/Q4,"0,48%","0,47%","-37,95%","31,18%","-55,56%","31,18%",,"-0,57%"
AAT,ALTA,2017/Q1,"-0,35%","-0,34%","-107,69%","-26,56%","-62,74%","-26,56%",,"-1,38%"
AAT,ALTA,2017/Q2,"1,14%","1,11%","-5,46%","98,76%","-34,95%","98,76%",,"-0,06%"
AAT,ALTA,2017/Q3,"2,12%","2,06%","257,61%","202,59%","-48,48%","202,59%",,"2,62%"
AAT,ALTA,2017/Q4,"2,05%","2,00%","205,30%","242,74%","-98,78%","242,74%",,"1,69%"
AAT,ALTA,2018/Q1,"2,95%","2,87%","390,53%","438,78%","-156,79%","438,78%",,"2,56%"
AAT,ALTA,2018/Q2,"-3,37%","-3,29%","-506,79%","-459,40%","-150,82%","-459,40%",,"-3,62%"
AAT,ALTA,2018/Q3,"-3,36%","-3,26%","-578,84%","-524,23%","-206,06%","-524,23%",,"-3,60%"
AAT,ALTA,2018/Q4,"-3,51%","-3,42%","-615,89%","-561,77%","-165,93%","-561,77%",,"-3,75%"
AAT,ALTA,2019/Q1,"-3,61%","-3,51%","-629,19%","-574,79%","-158,80%","-574,79%",,"-3,84%"
AAT,ALTA,2019/Q2,"2,19%","2,14%","418,98%","495,77%","-238,21%","495,77%",,"1,81%"
AAT,ALTA,2019/Q3,"4,08%","3,89%","944,18%","1 028,17%","-224,74%","1 028,17%",,"3,57%"
AAT,ALTA,2019/Q4,"0,09%","0,08%","-55,76%","16,04%","-177,29%","16,04%",,"-0,29%"
AAT,ALTA,2020/Q1,"-1,06%","-1,04%","-239,39%","-173,49%","-161,96%","-173,49%",,"-1,43%"
AAT,ALTA,2020/Q2,"-6,43%","-6,39%","-1 921,52%","-989,43%","-168,11%","-989,43%",,"-12,41%"
AAT,ALTA,2020/Q3,"-9,18%","-9,12%","-2 328,42%","-1 401,53%","-177,22%","-1 401,53%",,"-15,15%"
AAT,ALTA,2020/Q4,"8,86%","8,81%","807,46%","1 914,93%","-253,73%","1 914,93%",,"3,71%"
AAT,ALTA,2021/Q1,"9,48%","9,44%","1 077,60%","2 342,95%","-274,04%","2 342,95%",,"4,34%"
AAT,ALTA,2021/Q2,"14,95%","14,60%","3 532,63%","3 611,58%","-273,82%","3 611,58%",,"14,28%"
AAT,ALTA,2021/Q3,"15,08%","14,19%","3 562,98%","3 641,11%","-303,82%","3 641,11%",,"13,88%"
AAT,ALTA,2021/Q4,"4,11%","3,95%","964,61%","1 041,97%","-251,18%","1 041,97%",,"3,66%"
AAT,ALTA,2022/Q1,"4,46%","4,45%","1 093,51%","1 185,22%","-264,09%","1 185,22%",,"4,10%"
AAT,ALTA,2022/Q2,"4,17%","4,15%","1 030,00%","1 175,29%","-330,15%","1 175,29%",,"3,64%"
AAT,ALTA,2022/Q3,"4,37%","4,35%","1 078,64%","1 296,90%","-311,46%","1 296,90%",,"3,62%"
AAT,ALTA,2022/Q4,"2,13%","2,12%","426,88%","701,00%","-541,57%","701,00%",,"1,29%"
AAT,ALTA,2023/Q1,"1,98%","1,98%","416,64%","667,58%","-582,33%","667,58%",,"1,23%"
AAT,ALTA,2023/Q2,"1,56%","1,55%","354,87%","536,28%","-556,99%","536,28%",,"1,02%"
AAT,ALTA,2023/Q3,"1,27%","1,26%","343,36%","431,99%","-564,34%","431,99%",,"1,00%"
AAT,ALTA,2023/Q4,"3,71%","3,69%","1 123,87%","1 371,61%","-446,84%","1 371,61%",,"3,03%"
AAT,ALTA,2024/Q1,"6,84%","6,81%","2 586,96%","2 850,79%","-540,91%","2 850,79%",,"6,18%"
AAT,ALTA,2024/Q2,"7,16%","7,14%","3 690,05%","4 039,78%","-858,06%","4 039,78%",,"6,52%"
AAT,ALTA,2024/Q3,"7,05%","7,00%","6 261,40%","6 851,16%","-1 587,91%","6 851,16%",,"6,40%"
AAT,ALTA,2024/Q4,"4,15%","4,11%","1 811,50%","1 817,04%","-658,73%","1 817,04%",,"4,10%"
AAT,ALTA,2025/Q1,"0,83%","0,83%","338,77%","341,07%","-599,62%","341,07%",,"0,82%"
ABE,ABPL,2005/Q4,"12,24%","2,05%","1,06%","0,61%","1,90%","0,81%","4,47%","3,55%"
ABE,ABPL,2006/Q4,"12,70%","2,71%","1,29%","0,78%","2,08%","1,02%","4,62%","4,48%"
ABE,ABPL,2007/Q1,"20,30%","4,63%","1,81%","1,18%","2,54%","1,43%","5,13%","7,09%"
ABE,ABPL,2007/Q2,"13,04%","3,28%","1,34%","0,75%","1,96%","0,94%","4,46%","5,90%"
ABE,ABPL,2007/Q3,"11,45%","2,19%","1,23%","0,63%","1,91%","0,81%","4,43%","4,27%"
ABE,ABPL,2007/Q4,"8,52%","2,75%","1,18%","0,57%","1,84%","0,75%","4,47%","5,67%"
ABE,ABPL,2008/Q1,"10,24%","2,76%","1,32%","0,63%","1,99%","0,82%","4,65%","5,79%"
ABE,ABPL,2008/Q2,"14,02%","3,84%","2,17%","0,85%","3,10%","1,13%","6,06%","9,86%"
ABE,ABPL,2008/Q3,"15,23%","5,06%","2,23%","0,88%","3,33%","1,18%","6,39%","12,87%"
ABE,ABPL,2008/Q4,"10,20%","4,00%","2,69%","0,95%","3,97%","1,32%","7,78%","11,37%"
ABE,ABPL,2009/Q1,"10,66%","3,70%","2,55%","0,99%","3,75%","1,39%","7,68%","9,57%"
ABE,ABPL,2009/Q2,"10,92%","3,69%","1,67%","1,03%","2,58%","1,40%","6,30%","5,97%"
ABE,ABPL,2009/Q3,"11,36%","4,24%","1,54%","1,08%","2,11%","1,43%","5,83%","6,06%"
ABE,ABPL,2009/Q4,"12,39%","4,46%","2,02%","1,22%","2,49%","1,57%","5,95%","7,39%"
ABE,ABPL,2010/Q1,"13,08%","4,15%","1,86%","1,27%","2,44%","1,61%","5,93%","6,07%"
ABE,ABPL,2010/Q2,"15,88%","4,33%","2,16%","1,54%","2,56%","1,87%","5,65%","6,08%"
ABE,ABPL,2010/Q3,"15,83%","5,08%","2,06%","1,50%","2,69%","1,80%","5,76%","6,94%"
ABE,ABPL,2010/Q4,"15,80%","5,79%","1,72%","1,48%","2,45%","1,80%","5,47%","6,75%"
ABE,ABPL,2011/Q1,"15,60%","4,91%","2,10%","1,46%","2,82%","1,78%","5,82%","7,06%"
ABE,ABPL,2011/Q2,"13,15%","3,78%","1,90%","1,21%","2,53%","1,51%","5,60%","5,93%"
ABE,ABPL,2011/Q3,"13,03%","4,38%","1,91%","1,18%","2,45%","1,49%","5,57%","7,08%"
ABE,ABPL,2011/Q4,"12,49%","4,38%","1,87%","1,10%","2,09%","1,39%","5,18%","7,46%"
ABE,ABPL,2012/Q1,"11,98%","4,07%","1,58%","1,04%","1,64%","1,31%","4,67%","6,20%"
ABE,ABPL,2012/Q2,"10,29%","3,01%","1,31%","0,87%","1,37%","1,11%","4,04%","4,53%"
ABE,ABPL,2012/Q3,"9,76%","3,31%","1,26%","0,78%","1,11%","0,99%","3,78%","5,32%"
ABE,ABPL,2012/Q4,"9,91%","3,57%","1,18%","0,77%","1,30%","0,96%","3,87%","5,50%"
ABE,ABPL,2013/Q1,"10,40%","3,94%","1,27%","0,82%","1,43%","1,02%","3,87%","6,10%"
ABE,ABPL,2013/Q2,"11,34%","3,42%","1,38%","0,91%","1,81%","1,14%","4,57%","5,18%"
ABE,ABPL,2013/Q3,"12,02%","4,21%","1,43%","0,98%","1,84%","1,23%","4,49%","6,13%"
ABE,ABPL,2013/Q4,"12,35%","4,55%","1,48%","1,00%","1,95%","1,28%","4,75%","6,77%"
ABE,ABPL,2014/Q1,"12,45%","4,28%","1,46%","0,99%","1,92%","1,27%","4,71%","6,33%"
