Ticker,Nazwa,Kwartały,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji
ABE,ABPL,2022/Q3,"83,87%","-53,67%"
ABE,ABPL,2022/Q4,"109,45%","86,65%"
ABE,ABPL,2023/Q1,"113,92%","-53,52%"
ABE,ABPL,2024/Q4,"73,64%","13,92%"
ABE,ABPL,2025/Q1,"85,02%","9,26%"
ABE,ABPL,2025/Q2,"98,84%","10,44%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2006/Q4,"39,95%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2007/Q4,"96,18%","336,69%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q1,"-142,18%","-558,28%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q2,"85,87%","277,28%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q3,"61,94%","204,11%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q4,"82,54%","27,25%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q1,"67,25%","15,64%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q2,"74,92%","39,54%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q3,"72,28%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q4,"57,68%","36,30%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q1,"65,56%","36,55%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q2,"62,02%","45,81%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q3,"76,17%","81,71%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q4,"68,91%","39,52%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q1,"75,08%","43,51%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q2,"88,76%","130,54%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q3,"78,78%","79,97%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q4,"87,86%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q1,"81,26%","283,05%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q2,"74,51%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q3,"95,41%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q4,"90,44%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q1,"77,19%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q2,"68,88%","47,34%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q3,"58,68%","40,97%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q4,"65,96%","54,96%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2014/Q1,"72,92%","78,12%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2014/Q2,"74,73%","97,49%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2014/Q3,"75,46%","92,79%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2014/Q4,"73,00%","77,92%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2015/Q1,"74,31%","86,86%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2015/Q2,"78,75%","78,30%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2015/Q3,"79,63%","61,82%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2015/Q4,"72,09%","192,29%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2016/Q1,"73,05%","232,82%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2016/Q2,"74,72%","60,21%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2016/Q3,"78,50%","65,44%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2016/Q4,"86,34%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2017/Q1,"90,53%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2017/Q2,"92,25%","152,51%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2017/Q3,"85,34%","185,86%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2017/Q4,"78,35%","270,32%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2018/Q1,"69,87%","216,04%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2018/Q2,"73,20%","236,09%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2018/Q3,"73,93%","514,25%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2018/Q4,"78,02%","44,34%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2019/Q1,"75,08%","78,34%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2019/Q2,"67,87%","67,65%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2019/Q3,"68,73%","59,85%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2019/Q4,"69,65%","90,35%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2020/Q1,"71,85%","93,32%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2020/Q2,"73,30%","126,92%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2020/Q3,"70,68%","53,75%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2020/Q4,"67,42%","124,04%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2021/Q1,"70,56%","107,86%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2021/Q2,"72,15%","94,92%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2021/Q3,"74,70%","92,10%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2021/Q4,"72,34%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2022/Q1,"64,60%",
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2022/Q2,"64,52%","65,99%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2022/Q3,"64,74%","65,13%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2022/Q4,"66,82%","86,56%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2023/Q1,"71,47%","185,60%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2023/Q2,"74,29%","96,53%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2023/Q3,"74,62%","100,87%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2023/Q4,"73,43%","88,31%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2024/Q1,"75,13%","13,15%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2024/Q2,"73,02%","31,32%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2024/Q3,"73,43%","143,87%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2024/Q4,"70,42%","141,27%"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2025/Q1,"71,27%","127,55%"
ACG,ACAUTOGAZ,2008/Q4,"85,66%","86,03%"
ACG,ACAUTOGAZ,2009/Q4,"61,74%","24,66%"
ACG,ACAUTOGAZ,2010/Q4,"180,72%","-43,94%"
ACG,ACAUTOGAZ,2011/Q2,"123,69%","39,35%"
ACG,ACAUTOGAZ,2011/Q3,"120,76%","55,22%"
ACG,ACAUTOGAZ,2011/Q4,"95,22%","55,71%"
ACG,ACAUTOGAZ,2012/Q1,"95,79%","55,17%"
ACG,ACAUTOGAZ,2012/Q2,"104,92%","159,75%"
ACG,ACAUTOGAZ,2012/Q3,"92,30%","141,25%"
ACG,ACAUTOGAZ,2012/Q4,"75,87%","106,07%"
ACG,ACAUTOGAZ,2013/Q1,"91,44%","152,86%"
ACG,ACAUTOGAZ,2013/Q2,"112,88%",
ACG,ACAUTOGAZ,2013/Q3,"89,07%","114,23%"
ACG,ACAUTOGAZ,2013/Q4,"110,27%","426,45%"
ACG,ACAUTOGAZ,2014/Q1,"102,21%","74,86%"
ACG,ACAUTOGAZ,2014/Q2,"100,21%","151,25%"
ACG,ACAUTOGAZ,2014/Q3,"91,65%","26,10%"
ACG,ACAUTOGAZ,2014/Q4,"94,70%","168,51%"
ACG,ACAUTOGAZ,2015/Q1,"84,49%","129,97%"
ACG,ACAUTOGAZ,2015/Q2,"84,58%","134,87%"
ACG,ACAUTOGAZ,2015/Q3,"87,24%","155,41%"
ACG,ACAUTOGAZ,2015/Q4,"84,40%","39,43%"
ACG,ACAUTOGAZ,2016/Q1,"97,86%","97,21%"
ACG,ACAUTOGAZ,2016/Q2,"66,35%","-11,78%"
ACG,ACAUTOGAZ,2016/Q3,"73,27%","44,95%"
ACG,ACAUTOGAZ,2016/Q4,"81,03%","-323,32%"
ACG,ACAUTOGAZ,2017/Q1,"82,31%","-54,89%"
ACG,ACAUTOGAZ,2017/Q2,"113,69%","239,39%"
ACG,ACAUTOGAZ,2017/Q3,"138,84%","-118,78%"
ACG,ACAUTOGAZ,2017/Q4,"97,40%","38,06%"
ACG,ACAUTOGAZ,2018/Q1,"89,01%","119,49%"
ACG,ACAUTOGAZ,2018/Q2,"66,94%","149,49%"
ACG,ACAUTOGAZ,2018/Q3,"68,81%","77,59%"
ACG,ACAUTOGAZ,2018/Q4,"76,96%","261,26%"
ACG,ACAUTOGAZ,2019/Q1,"99,81%","103,80%"
ACG,ACAUTOGAZ,2019/Q2,"189,68%","98,38%"
ACG,ACAUTOGAZ,2019/Q3,"129,48%","132,11%"
ACG,ACAUTOGAZ,2019/Q4,"91,78%","111,08%"
ACG,ACAUTOGAZ,2020/Q1,"70,26%","113,10%"
ACG,ACAUTOGAZ,2020/Q2,"81,82%","107,75%"
ACG,ACAUTOGAZ,2020/Q3,"86,44%","98,93%"
ACG,ACAUTOGAZ,2020/Q4,"163,99%","100,21%"
ACG,ACAUTOGAZ,2021/Q1,"166,82%","102,88%"
ACG,ACAUTOGAZ,2021/Q2,"90,52%","93,60%"
ACG,ACAUTOGAZ,2021/Q3,"72,25%","96,56%"
ACG,ACAUTOGAZ,2021/Q4,"87,22%","91,66%"
ACG,ACAUTOGAZ,2022/Q1,"96,72%","53,63%"
ACG,ACAUTOGAZ,2022/Q2,"90,19%","151,98%"
ACG,ACAUTOGAZ,2022/Q3,"77,19%","97,77%"
ACG,ACAUTOGAZ,2022/Q4,"83,50%","128,56%"
ACG,ACAUTOGAZ,2023/Q1,"125,52%","172,33%"
ACG,ACAUTOGAZ,2023/Q2,"569,97%","91,69%"
ACG,ACAUTOGAZ,2023/Q3,"2 657,34%","95,27%"
ACG,ACAUTOGAZ,2023/Q4,"174,10%","91,64%"
ACG,ACAUTOGAZ,2024/Q1,"67,00%","110,46%"
ACG,ACAUTOGAZ,2024/Q2,"42,54%","62,75%"
ACG,ACAUTOGAZ,2024/Q3,"56,74%","48,74%"
ACG,ACAUTOGAZ,2024/Q4,"68,02%","88,90%"
ACG,ACAUTOGAZ,2025/Q1,"99,79%","75,07%"
ASSECO-POLAND,ASSECOPOL,2004/Q4,"-1,68%","108,82%"
ASSECO-POLAND,ASSECOPOL,2005/Q4,"105,47%","52,35%"
ASSECO-POLAND,ASSECOPOL,2006/Q1,"93,44%","87,23%"
ASSECO-POLAND,ASSECOPOL,2006/Q2,"67,33%","70,99%"
ASSECO-POLAND,ASSECOPOL,2006/Q3,"62,28%","59,86%"
ASSECO-POLAND,ASSECOPOL,2006/Q4,"269,95%",
ASSECO-POLAND,ASSECOPOL,2007/Q1,"117,11%",
ASSECO-POLAND,ASSECOPOL,2007/Q2,"98,88%",
ASSECO-POLAND,ASSECOPOL,2007/Q3,"95,41%",
ASSECO-POLAND,ASSECOPOL,2007/Q4,"328,26%","67,62%"
ASSECO-POLAND,ASSECOPOL,2008/Q1,"247,16%","35,39%"
ASSECO-POLAND,ASSECOPOL,2008/Q2,"266,44%","78,70%"
ASSECO-POLAND,ASSECOPOL,2008/Q3,"150,13%","79,81%"
ASSECO-POLAND,ASSECOPOL,2008/Q4,"65,92%","54,36%"
ASSECO-POLAND,ASSECOPOL,2009/Q1,"73,61%","361,18%"
ASSECO-POLAND,ASSECOPOL,2009/Q2,"71,05%","137,20%"
ASSECO-POLAND,ASSECOPOL,2009/Q3,"74,17%","90,57%"
ASSECO-POLAND,ASSECOPOL,2009/Q4,"85,10%","137,45%"
ASSECO-POLAND,ASSECOPOL,2010/Q1,"87,21%","100,62%"
ASSECO-POLAND,ASSECOPOL,2010/Q2,"77,64%","59,67%"
ASSECO-POLAND,ASSECOPOL,2010/Q3,"83,88%","98,51%"
ASSECO-POLAND,ASSECOPOL,2010/Q4,"61,40%","48,17%"
ASSECO-POLAND,ASSECOPOL,2011/Q1,"55,91%","45,74%"
ASSECO-POLAND,ASSECOPOL,2011/Q2,"61,58%","73,77%"
ASSECO-POLAND,ASSECOPOL,2011/Q3,"60,18%","59,18%"
ASSECO-POLAND,ASSECOPOL,2011/Q4,"72,69%","74,67%"
ASSECO-POLAND,ASSECOPOL,2012/Q1,"64,14%","101,41%"
ASSECO-POLAND,ASSECOPOL,2012/Q2,"63,20%","108,56%"
ASSECO-POLAND,ASSECOPOL,2012/Q3,"57,46%","48,94%"
ASSECO-POLAND,ASSECOPOL,2012/Q4,"54,46%","85,74%"
ASSECO-POLAND,ASSECOPOL,2013/Q1,"54,46%","25,92%"
ASSECO-POLAND,ASSECOPOL,2013/Q2,"48,61%","27,94%"
ASSECO-POLAND,ASSECOPOL,2013/Q3,"55,58%","184,13%"
ASSECO-POLAND,ASSECOPOL,2013/Q4,"52,35%","167,68%"
ASSECO-POLAND,ASSECOPOL,2014/Q1,"63,81%","83,25%"
ASSECO-POLAND,ASSECOPOL,2014/Q2,"54,40%","85,06%"
ASSECO-POLAND,ASSECOPOL,2014/Q3,"52,04%","89,46%"
ASSECO-POLAND,ASSECOPOL,2014/Q4,"52,21%","66,28%"
ASSECO-POLAND,ASSECOPOL,2015/Q1,"41,20%","137,67%"
ASSECO-POLAND,ASSECOPOL,2015/Q2,"46,29%","255,04%"
ASSECO-POLAND,ASSECOPOL,2015/Q3,"41,98%","77,29%"
ASSECO-POLAND,ASSECOPOL,2015/Q4,"43,20%","64,89%"
ASSECO-POLAND,ASSECOPOL,2016/Q1,"41,55%","63,46%"
ASSECO-POLAND,ASSECOPOL,2016/Q2,"44,72%","93,01%"
ASSECO-POLAND,ASSECOPOL,2016/Q3,"39,43%","141,58%"
ASSECO-POLAND,ASSECOPOL,2016/Q4,"34,11%",
ASSECO-POLAND,ASSECOPOL,2017/Q1,"38,33%",
ASSECO-POLAND,ASSECOPOL,2017/Q2,"31,51%",
ASSECO-POLAND,ASSECOPOL,2017/Q3,"78,65%","6,81%"
ASSECO-POLAND,ASSECOPOL,2017/Q4,"67,49%","38,47%"
ASSECO-POLAND,ASSECOPOL,2018/Q1,"64,75%",
ASSECO-POLAND,ASSECOPOL,2018/Q2,"60,97%",
ASSECO-POLAND,ASSECOPOL,2018/Q3,"33,04%",
ASSECO-POLAND,ASSECOPOL,2018/Q4,"33,31%","67,91%"
ASSECO-POLAND,ASSECOPOL,2019/Q1,"29,69%","66,86%"
ASSECO-POLAND,ASSECOPOL,2019/Q2,"34,64%","51,91%"
ASSECO-POLAND,ASSECOPOL,2019/Q3,"25,66%","73,45%"
ASSECO-POLAND,ASSECOPOL,2019/Q4,"21,47%","66,66%"
ASSECO-POLAND,ASSECOPOL,2020/Q1,"21,17%","46,78%"
ASSECO-POLAND,ASSECOPOL,2020/Q2,"18,64%","50,81%"
ASSECO-POLAND,ASSECOPOL,2020/Q3,"19,23%","50,73%"
ASSECO-POLAND,ASSECOPOL,2020/Q4,"20,50%","51,21%"
ASSECO-POLAND,ASSECOPOL,2021/Q1,"24,68%","89,95%"
ASSECO-POLAND,ASSECOPOL,2021/Q2,"27,85%","96,09%"
ASSECO-POLAND,ASSECOPOL,2021/Q3,"29,87%","81,19%"
ASSECO-POLAND,ASSECOPOL,2021/Q4,"29,39%","60,41%"
ASSECO-POLAND,ASSECOPOL,2022/Q1,"25,11%","43,57%"
ASSECO-POLAND,ASSECOPOL,2022/Q2,"28,17%","58,79%"
ASSECO-POLAND,ASSECOPOL,2022/Q3,"27,41%","48,96%"
ASSECO-POLAND,ASSECOPOL,2022/Q4,"27,19%","47,22%"
ASSECO-POLAND,ASSECOPOL,2023/Q1,"28,24%","125,95%"
ASSECO-POLAND,ASSECOPOL,2023/Q2,"24,57%","95,36%"
ASSECO-POLAND,ASSECOPOL,2023/Q3,"22,39%","177,27%"
ASSECO-POLAND,ASSECOPOL,2023/Q4,"19,40%","159,10%"
ASSECO-POLAND,ASSECOPOL,2024/Q1,"19,79%","97,09%"
ASSECO-POLAND,ASSECOPOL,2024/Q2,"19,75%","66,58%"
ASSECO-POLAND,ASSECOPOL,2024/Q3,"21,12%","55,41%"
ASSECO-POLAND,ASSECOPOL,2024/Q4,"22,10%","68,06%"
ASSECO-POLAND,ASSECOPOL,2025/Q1,"21,88%","81,87%"
ACTION,ACTION,2005/Q4,"301,82%","147,34%"
ACTION,ACTION,2006/Q4,"356,97%","57,96%"
ACTION,ACTION,2007/Q1,"-112,63%","45,81%"
ACTION,ACTION,2007/Q2,"-273,23%","28,90%"
ACTION,ACTION,2007/Q3,"-312,94%","84,09%"
ACTION,ACTION,2007/Q4,"-75,29%","98,87%"
ACTION,ACTION,2008/Q1,"-175,60%","88,80%"
ACTION,ACTION,2008/Q2,"-36,13%","-405,89%"
ACTION,ACTION,2008/Q3,"-73,13%","127,27%"
ACTION,ACTION,2008/Q4,"-71,90%","96,20%"
ACTION,ACTION,2009/Q1,"-68,88%","152,25%"
ACTION,ACTION,2009/Q2,"18,10%","82,11%"
ACTION,ACTION,2009/Q3,"22,42%","106,54%"
ACTION,ACTION,2009/Q4,"14,11%","107,53%"
ACTION,ACTION,2010/Q1,"48,01%","84,31%"
ACTION,ACTION,2010/Q2,"50,68%","299,92%"
ACTION,ACTION,2010/Q3,"169,24%","71,52%"
ACTION,ACTION,2010/Q4,"-314,30%","60,97%"
ACTION,ACTION,2011/Q1,"-149,39%","77,24%"
ACTION,ACTION,2011/Q2,"-199,88%","25,00%"
ACTION,ACTION,2011/Q3,"229,20%","47,70%"
ACTION,ACTION,2011/Q4,"838,29%","93,07%"
ACTION,ACTION,2012/Q1,"185,78%","44,20%"
ACTION,ACTION,2012/Q2,"-1 881,75%","-272,23%"
ACTION,ACTION,2012/Q3,"115,92%","30,59%"
ACTION,ACTION,2012/Q4,"327,79%","109,56%"
ACTION,ACTION,2013/Q1,"78,18%","28,15%"
ACTION,ACTION,2013/Q2,"41,86%","57,47%"
ACTION,ACTION,2013/Q3,"201,73%","79,03%"
ACTION,ACTION,2013/Q4,"60,79%","36,23%"
ACTION,ACTION,2014/Q1,"-345,35%","739,41%"
ACTION,ACTION,2014/Q2,"-156,04%","92,02%"
ACTION,ACTION,2014/Q3,"245,49%","45,85%"
ACTION,ACTION,2014/Q4,"-85,47%","44,81%"
ACTION,ACTION,2015/Q1,"129,98%","46,60%"
ACTION,ACTION,2015/Q2,"-107,92%","62,61%"
ACTION,ACTION,2015/Q3,"-135,18%","-94,37%"
ACTION,ACTION,2015/Q4,"45,44%","-29,90%"
ACTION,ACTION,2016/Q1,"1 392,50%","120,67%"
ACTION,ACTION,2016/Q2,"4,92%","18,00%"
ACTION,ACTION,2016/Q3,"-36,09%","16,18%"
ACTION,ACTION,2016/Q4,"-152,88%","3,30%"
ACTION,ACTION,2017/Q1,"-93,28%","2,80%"
ACTION,ACTION,2017/Q2,"-143,34%","1,29%"
ACTION,ACTION,2017/Q3,"-139,73%",
ACTION,ACTION,2017/Q4,"-91,41%",
ACTION,ACTION,2018/Q1,"177,43%",
ACTION,ACTION,2018/Q2,"68,53%",
ACTION,ACTION,2018/Q3,"-86,48%","-0,15%"
ACTION,ACTION,2018/Q4,"-75,09%",
ACTION,ACTION,2019/Q1,"-45,03%","1,89%"
ACTION,ACTION,2019/Q2,"-68,93%",
ACTION,ACTION,2019/Q3,"-65,28%",
ACTION,ACTION,2019/Q4,"36,12%",
ACTION,ACTION,2020/Q1,"31,96%",
ACTION,ACTION,2020/Q2,"9,68%",
ACTION,ACTION,2020/Q3,"-116,59%","-1,02%"
ACTION,ACTION,2020/Q4,"785,00%",
ACTION,ACTION,2021/Q1,"-394,36%",
ACTION,ACTION,2021/Q2,"-409,83%",
ACTION,ACTION,2021/Q3,"-587,53%",
ACTION,ACTION,2021/Q4,"-207,56%","-6,06%"
ACTION,ACTION,2022/Q1,"1 065,04%","36,16%"
ACTION,ACTION,2022/Q2,"168,04%","16,69%"
ACTION,ACTION,2022/Q3,"363,10%","33,39%"
ACTION,ACTION,2022/Q4,"275,49%","63,46%"
ACTION,ACTION,2023/Q1,"75,17%","14,45%"
ACTION,ACTION,2023/Q2,"318,48%","-53,23%"
ACTION,ACTION,2023/Q3,"79,97%","98,64%"
ACTION,ACTION,2023/Q4,"53,22%","43,63%"
ACTION,ACTION,2024/Q1,"49,40%",
ACTION,ACTION,2024/Q2,"43,38%","1,59%"
ACTION,ACTION,2024/Q3,"72,65%","-4,08%"
ACTION,ACTION,2024/Q4,"102,64%",
ACTION,ACTION,2025/Q1,"-519,05%",
ADIUVO-INVESTMENT,ADIUVO,2013/Q4,"44,70%","25,54%"
ADIUVO-INVESTMENT,ADIUVO,2014/Q4,"184,10%","72,81%"
ADIUVO-INVESTMENT,ADIUVO,2015/Q1,"202,15%","71,84%"
ADIUVO-INVESTMENT,ADIUVO,2015/Q2,"127,92%","22,94%"
ADIUVO-INVESTMENT,ADIUVO,2015/Q3,"229,26%","55,01%"
ADIUVO-INVESTMENT,ADIUVO,2015/Q4,"99,82%","53,51%"
ADIUVO-INVESTMENT,ADIUVO,2016/Q1,"72,70%","69,11%"
ADIUVO-INVESTMENT,ADIUVO,2016/Q2,"96,87%","106,10%"
ADIUVO-INVESTMENT,ADIUVO,2016/Q3,"105,69%","52,58%"
ADIUVO-INVESTMENT,ADIUVO,2016/Q4,"84,83%","140,77%"
ADIUVO-INVESTMENT,ADIUVO,2017/Q1,"89,62%","93,78%"
ADIUVO-INVESTMENT,ADIUVO,2017/Q2,"81,19%","90,90%"
ADIUVO-INVESTMENT,ADIUVO,2017/Q3,"83,30%","-843,00%"
ADIUVO-INVESTMENT,ADIUVO,2017/Q4,"124,06%",
ADIUVO-INVESTMENT,ADIUVO,2018/Q1,"139,38%",
ADIUVO-INVESTMENT,ADIUVO,2018/Q2,"165,20%",
ADIUVO-INVESTMENT,ADIUVO,2018/Q3,"168,08%",
ADIUVO-INVESTMENT,ADIUVO,2018/Q4,"186,84%","136,90%"
ADIUVO-INVESTMENT,ADIUVO,2019/Q1,"115,11%","49,39%"
ADIUVO-INVESTMENT,ADIUVO,2019/Q2,"189,36%","55,08%"
ADIUVO-INVESTMENT,ADIUVO,2019/Q3,"258,35%","117,09%"
ADIUVO-INVESTMENT,ADIUVO,2019/Q4,"291,31%","108,24%"
ADIUVO-INVESTMENT,ADIUVO,2020/Q1,"181,20%","-51,27%"
ADIUVO-INVESTMENT,ADIUVO,2020/Q2,"113,05%","342,38%"
ADIUVO-INVESTMENT,ADIUVO,2020/Q3,"79,15%",
ADIUVO-INVESTMENT,ADIUVO,2020/Q4,"139,01%","79,84%"
ADIUVO-INVESTMENT,ADIUVO,2021/Q1,"-3 541,50%","37,97%"
ADIUVO-INVESTMENT,ADIUVO,2021/Q2,"257,92%","123,12%"
ADIUVO-INVESTMENT,ADIUVO,2021/Q3,"442,23%","111,63%"
ADIUVO-INVESTMENT,ADIUVO,2021/Q4,"300,12%","-90,25%"
ADIUVO-INVESTMENT,ADIUVO,2022/Q1,"832,63%",
ADIUVO-INVESTMENT,ADIUVO,2022/Q2,"1 498,14%","-123,89%"
ADIUVO-INVESTMENT,ADIUVO,2022/Q3,"-567,40%","-650,00%"
ADIUVO-INVESTMENT,ADIUVO,2022/Q4,"809,03%","99,24%"
ADIUVO-INVESTMENT,ADIUVO,2023/Q1,"658,29%","-3,21%"
ADIUVO-INVESTMENT,ADIUVO,2023/Q2,"854,52%",
ADIUVO-INVESTMENT,ADIUVO,2023/Q3,"526,60%",
ADIUVO-INVESTMENT,ADIUVO,2023/Q4,"164,82%",
ADIUVO-INVESTMENT,ADIUVO,2024/Q1,"197,05%",
ADIUVO-INVESTMENT,ADIUVO,2024/Q2,"55,80%",
ADIUVO-INVESTMENT,ADIUVO,2024/Q3,"45,74%",
ADIUVO-INVESTMENT,ADIUVO,2024/Q4,"81,59%",
ADIUVO-INVESTMENT,ADIUVO,2025/Q1,"33,85%",
AGORA,AGORA,2004/Q4,"35,06%","24,56%"
AGORA,AGORA,2005/Q4,"55,01%","151,49%"
AGORA,AGORA,2006/Q1,"40,34%","280,56%"
AGORA,AGORA,2006/Q2,"25,17%","366,62%"
AGORA,AGORA,2006/Q3,"20,39%","72,98%"
AGORA,AGORA,2006/Q4,"22,18%",
AGORA,AGORA,2007/Q1,"29,04%","23,39%"
AGORA,AGORA,2007/Q2,"44,79%","39,32%"
AGORA,AGORA,2007/Q3,"42,99%","90,14%"
AGORA,AGORA,2007/Q4,"49,35%","97,38%"
AGORA,AGORA,2008/Q1,"50,51%",
AGORA,AGORA,2008/Q2,"45,75%","90,86%"
AGORA,AGORA,2008/Q3,"42,30%","103,40%"
AGORA,AGORA,2008/Q4,"12,35%","177,23%"
AGORA,AGORA,2009/Q1,"3,33%","483,09%"
AGORA,AGORA,2009/Q2,"-1,98%","481,66%"
AGORA,AGORA,2009/Q3,"-5,65%","360,49%"
AGORA,AGORA,2009/Q4,"25,11%","315,89%"
AGORA,AGORA,2010/Q1,"37,58%","164,36%"
AGORA,AGORA,2010/Q2,"42,25%","108,66%"
AGORA,AGORA,2010/Q3,"39,83%","125,45%"
AGORA,AGORA,2010/Q4,"41,91%","70,38%"
AGORA,AGORA,2011/Q1,"33,98%","84,75%"
AGORA,AGORA,2011/Q2,"37,05%","108,83%"
AGORA,AGORA,2011/Q3,"30,05%","91,61%"
AGORA,AGORA,2011/Q4,"27,70%","196,86%"
AGORA,AGORA,2012/Q1,"24,50%","281,88%"
AGORA,AGORA,2012/Q2,"10,55%","171,02%"
AGORA,AGORA,2012/Q3,"0,00%","-192,17%"
AGORA,AGORA,2012/Q4,"-9,82%",
AGORA,AGORA,2013/Q1,"-7,91%",
AGORA,AGORA,2013/Q2,"-7,93%","699,33%"
AGORA,AGORA,2013/Q3,"-9,67%","121,74%"
AGORA,AGORA,2013/Q4,"0,42%","409,51%"
AGORA,AGORA,2014/Q1,"-11,13%","-3 240,14%"
AGORA,AGORA,2014/Q2,"-11,69%","177,95%"
AGORA,AGORA,2014/Q3,"-13,04%","-98,48%"
AGORA,AGORA,2014/Q4,"-12,85%","-1 019,85%"
AGORA,AGORA,2015/Q1,"-2,65%","144,40%"
AGORA,AGORA,2015/Q2,"1,46%","256,25%"
AGORA,AGORA,2015/Q3,"4,21%","113,19%"
AGORA,AGORA,2015/Q4,"11,44%","119,63%"
AGORA,AGORA,2016/Q1,"6,48%","124,17%"
AGORA,AGORA,2016/Q2,"-4,61%","94,08%"
AGORA,AGORA,2016/Q3,"-13,54%","112,67%"
AGORA,AGORA,2016/Q4,"-17,15%","60,12%"
AGORA,AGORA,2017/Q1,"-14,80%","89,87%"
AGORA,AGORA,2017/Q2,"-11,03%",
AGORA,AGORA,2017/Q3,"0,08%","69,69%"
AGORA,AGORA,2017/Q4,"-108,13%","402,93%"
